image,label
001_1_Moves_236.png,d
001_1_Moves_237.png,8
001_1_Moves_238.png, 
001_1_Moves_239.png, 
001_1_Moves_240.png,S
001_1_Moves_241.png,x
001_1_Moves_242.png,c
001_1_Moves_243.png,8
001_1_Moves_244.png, 
001_1_Moves_245.png,D
001_1_Moves_246.png,x
001_1_Moves_247.png,c
001_1_Moves_248.png,8
001_1_Moves_249.png, 
001_1_Moves_250.png,S
001_1_Moves_251.png,d
001_1_Moves_252.png,4
001_1_Moves_253.png, 
001_1_Moves_254.png, 
001_1_Moves_255.png,S
001_1_Moves_256.png,c
001_1_Moves_257.png,7
001_1_Moves_258.png, 
001_1_Moves_259.png, 
001_1_Moves_260.png,S
001_1_Moves_261.png,f
001_1_Moves_262.png,5
001_1_Moves_263.png, 
001_1_Moves_264.png, 
001_1_Moves_265.png,L
001_1_Moves_266.png,f
001_1_Moves_267.png,8
001_1_Moves_268.png, 
001_1_Moves_269.png, 
001_1_Moves_270.png,T
001_1_Moves_271.png,x
001_1_Moves_272.png,d
001_1_Moves_273.png,8
001_1_Moves_274.png, 
001_1_Moves_275.png,D
001_1_Moves_276.png,x
001_1_Moves_277.png,d
001_1_Moves_278.png,8
001_1_Moves_279.png, 
001_1_Moves_280.png,T
001_1_Moves_281.png,d
001_1_Moves_282.png,1
001_1_Moves_283.png, 
001_1_Moves_284.png, 
001_1_Moves_285.png,D
001_1_Moves_286.png,e
001_1_Moves_287.png,8
001_1_Moves_288.png, 
001_1_Moves_289.png, 
001_1_Moves_290.png,S
001_1_Moves_291.png,d
001_1_Moves_292.png,6
001_1_Moves_293.png, 
001_1_Moves_294.png, 
001_1_Moves_295.png,L
001_1_Moves_296.png,x
001_1_Moves_297.png,d
001_1_Moves_298.png,6
001_1_Moves_299.png, 
001_1_Moves_300.png,e
001_1_Moves_301.png,x
001_1_Moves_302.png,d
001_1_Moves_303.png,6
001_1_Moves_304.png, 
001_1_Moves_305.png,S
001_1_Moves_306.png,e
001_1_Moves_307.png,6
001_1_Moves_308.png, 
001_1_Moves_309.png, 
001_1_Moves_310.png,e
001_1_Moves_311.png,4
001_1_Moves_312.png, 
001_1_Moves_313.png, 
001_1_Moves_314.png, 
001_1_Moves_315.png,T
001_1_Moves_316.png,d
001_1_Moves_317.png,8
001_1_Moves_318.png, 
001_1_Moves_319.png, 
001_1_Moves_320.png,f
001_1_Moves_321.png,4
001_1_Moves_322.png, 
001_1_Moves_323.png, 
001_1_Moves_324.png, 
001_1_Moves_325.png,T
001_1_Moves_326.png,d
001_1_Moves_327.png,7
001_1_Moves_328.png, 
001_1_Moves_329.png, 
001_1_Moves_330.png,e
001_1_Moves_331.png,5
001_1_Moves_332.png, 
001_1_Moves_333.png, 
001_1_Moves_334.png, 
001_1_Moves_335.png,D
001_1_Moves_336.png,d
001_1_Moves_337.png,8
001_1_Moves_338.png, 
001_1_Moves_339.png, 
001_1_Moves_340.png,f
001_1_Moves_341.png,5
001_1_Moves_342.png, 
001_1_Moves_343.png, 
001_1_Moves_344.png, 
001_1_Moves_345.png,S
001_1_Moves_346.png,c
001_1_Moves_347.png,7
001_1_Moves_348.png, 
001_1_Moves_349.png, 
001_1_Moves_350.png,L
001_1_Moves_351.png,a
001_1_Moves_352.png,3
001_1_Moves_353.png, 
001_1_Moves_354.png, 
001_1_Moves_355.png,S
001_1_Moves_356.png,b
001_1_Moves_357.png,5
001_1_Moves_358.png, 
001_1_Moves_359.png, 
001_1_Moves_360.png,L
001_1_Moves_361.png,c
001_1_Moves_362.png,5
001_1_Moves_363.png, 
001_1_Moves_364.png, 
001_1_Moves_365.png,S
001_1_Moves_366.png,c
001_1_Moves_367.png,7
001_1_Moves_368.png, 
001_1_Moves_369.png, 
001_1_Moves_370.png,L
001_1_Moves_371.png,f
001_1_Moves_372.png,3
001_1_Moves_373.png, 
001_1_Moves_374.png, 
001_1_Moves_375.png,S
001_1_Moves_376.png,c
001_1_Moves_377.png,d
001_1_Moves_378.png,5
001_1_Moves_379.png, 
001_1_Moves_380.png,e
001_1_Moves_381.png,6
001_1_Moves_382.png, 
001_1_Moves_383.png, 
001_1_Moves_384.png, 
001_1_Moves_385.png,f
001_1_Moves_386.png,x
001_1_Moves_387.png,e
001_1_Moves_388.png,6
001_1_Moves_389.png, 
001_1_Moves_390.png,f
001_1_Moves_391.png,x
001_1_Moves_392.png,e
001_1_Moves_393.png,6
001_1_Moves_394.png, 
001_1_Moves_395.png,T
001_1_Moves_396.png,x
001_1_Moves_397.png,d
001_1_Moves_398.png,6
001_1_Moves_399.png, 
001_1_Moves_400.png,D
001_1_Moves_401.png,f
001_1_Moves_402.png,5
001_1_Moves_403.png, 
001_1_Moves_404.png, 
001_1_Moves_405.png,S
001_1_Moves_406.png,c
001_1_Moves_407.png,8
001_1_Moves_408.png, 
001_1_Moves_409.png, 
001_1_Moves_410.png,L
001_1_Moves_411.png,x
001_1_Moves_412.png,d
001_1_Moves_413.png,5
001_1_Moves_414.png, 
001_1_Moves_415.png,T
001_1_Moves_416.png,x
001_1_Moves_417.png,d
001_1_Moves_418.png,5
001_1_Moves_419.png, 
001_1_Moves_420.png,T
001_1_Moves_421.png,x
001_1_Moves_422.png,d
001_1_Moves_423.png,5
001_1_Moves_424.png, 
001_1_Moves_425.png, 
001_1_Moves_426.png, 
001_1_Moves_427.png, 
001_1_Moves_428.png, 
001_1_Moves_429.png, 
001_1_Moves_430.png, 
001_1_Moves_431.png, 
001_1_Moves_432.png, 
001_1_Moves_433.png, 
001_1_Moves_434.png, 
001_1_Moves_435.png, 
001_1_Moves_436.png, 
001_1_Moves_437.png, 
001_1_Moves_438.png, 
001_1_Moves_439.png, 
001_1_Moves_440.png, 
001_1_Moves_441.png, 
001_1_Moves_442.png, 
001_1_Moves_443.png, 
001_1_Moves_444.png, 
001_1_Moves_445.png, 
001_1_Moves_446.png, 
001_1_Moves_447.png, 
001_1_Moves_448.png, 
001_1_Moves_449.png, 
001_1_Moves_450.png, 
001_1_Moves_451.png, 
001_1_Moves_452.png, 
001_1_Moves_453.png, 
001_1_Moves_454.png, 
001_1_Moves_455.png, 
001_1_Moves_456.png, 
001_1_Moves_457.png, 
001_1_Moves_458.png, 
001_1_Moves_459.png, 
001_1_Moves_460.png, 
001_1_Moves_461.png, 
001_1_Moves_462.png, 
001_1_Moves_463.png, 
001_1_Moves_464.png, 
001_1_Moves_465.png, 
001_1_Moves_466.png, 
001_1_Moves_467.png, 
001_1_Moves_468.png, 
001_1_Moves_469.png, 
001_1_Moves_470.png, 
001_1_Moves_471.png, 
001_1_Moves_472.png, 
001_1_Moves_473.png, 
001_1_Moves_474.png, 
001_1_Moves_475.png, 
001_1_Moves_476.png, 
001_1_Moves_477.png, 
001_1_Moves_478.png, 
001_1_Moves_479.png, 
001_1_Moves_480.png, 
001_1_Moves_481.png, 
001_1_Moves_482.png, 
001_1_Moves_483.png, 
001_1_Moves_484.png, 
001_1_Moves_485.png, 
001_1_Moves_486.png, 
001_1_Moves_487.png, 
001_1_Moves_488.png, 
001_1_Moves_489.png, 
002_1_Event_1.png,K
002_1_Event_2.png,ö
002_1_Event_3.png,n
002_1_Event_4.png,i
002_1_Event_5.png,g
002_1_Event_6.png,s
002_1_Event_7.png,j
002_1_Event_8.png,a
002_1_Event_9.png, 
002_1_Event_10.png, 
002_1_Event_11.png, 
002_1_Event_12.png, 
002_1_Event_13.png, 
002_1_Event_14.png, 
002_1_Event_15.png, 
002_1_Result_16.png,1
002_1_Result_17.png,0
002_1_Round_18.png,8
002_1_Round_19.png,5
002_1_Board_20.png,7
002_1_Board_21.png,5
002_1_Date_22.png,1
002_1_Date_23.png,4
002_1_Date_24.png,1
002_1_Date_25.png,1
002_1_Date_26.png,1
002_1_Date_27.png,9
002_1_Date_28.png,9
002_1_Date_29.png,8
002_1_White_30.png,V
002_1_White_31.png,e
002_1_White_32.png,s
002_1_White_33.png,e
002_1_White_34.png,l
002_1_White_35.png,i
002_1_White_36.png,n
002_1_White_37.png, 
002_1_White_38.png, 
002_1_White_39.png, 
002_1_White_40.png,T
002_1_White_41.png,o
002_1_White_42.png,p
002_1_White_43.png,a
002_1_White_44.png,l
002_1_White_45.png,o
002_1_White_46.png,v
002_1_White_47.png, 
002_1_White_48.png, 
002_1_White_49.png, 
002_1_Black_50.png,V
002_1_Black_51.png,u
002_1_Black_52.png,g
002_1_Black_53.png,a
002_1_Black_54.png,r
002_1_Black_55.png, 
002_1_Black_56.png, 
002_1_Black_57.png, 
002_1_Black_58.png, 
002_1_Black_59.png, 
002_1_Black_60.png,G
002_1_Black_61.png,a
002_1_Black_62.png,s
002_1_Black_63.png,h
002_1_Black_64.png,i
002_1_Black_65.png,m
002_1_Black_66.png,o
002_1_Black_67.png,v
002_1_Black_68.png, 
002_1_Black_69.png, 
002_1_Opening_70.png,N
002_1_Opening_71.png,i
002_1_Opening_72.png,m
002_1_Opening_73.png,z
002_1_Opening_74.png,o
002_1_Opening_75.png,i
002_1_Opening_76.png,n
002_1_Opening_77.png,d
002_1_Opening_78.png,i
002_1_Opening_79.png,s
002_1_Opening_80.png,c
002_1_Opening_81.png,h
002_1_Opening_82.png, 
002_1_Opening_83.png, 
002_1_Opening_84.png, 
002_1_Opening_85.png, 
002_1_Opening_86.png, 
002_1_Opening_87.png, 
002_1_Opening_88.png, 
002_1_Opening_89.png, 
002_1_Moves_90.png,e
002_1_Moves_91.png,4
002_1_Moves_92.png, 
002_1_Moves_93.png, 
002_1_Moves_94.png, 
002_1_Moves_95.png,e
002_1_Moves_96.png,5
002_1_Moves_97.png, 
002_1_Moves_98.png, 
002_1_Moves_99.png, 
002_1_Moves_100.png,f
002_1_Moves_101.png,4
002_1_Moves_102.png, 
002_1_Moves_103.png, 
002_1_Moves_104.png, 
002_1_Moves_105.png,L
002_1_Moves_106.png,c
002_1_Moves_107.png,5
002_1_Moves_108.png, 
002_1_Moves_109.png, 
002_1_Moves_110.png,S
002_1_Moves_111.png,f
002_1_Moves_112.png,3
002_1_Moves_113.png, 
002_1_Moves_114.png, 
002_1_Moves_115.png,d
002_1_Moves_116.png,6
002_1_Moves_117.png, 
002_1_Moves_118.png, 
002_1_Moves_119.png, 
002_1_Moves_120.png,L
002_1_Moves_121.png,c
002_1_Moves_122.png,4
002_1_Moves_123.png, 
002_1_Moves_124.png, 
002_1_Moves_125.png,S
002_1_Moves_126.png,c
002_1_Moves_127.png,6
002_1_Moves_128.png, 
002_1_Moves_129.png, 
002_1_Moves_130.png,c
002_1_Moves_131.png,3
002_1_Moves_132.png, 
002_1_Moves_133.png, 
002_1_Moves_134.png, 
002_1_Moves_135.png,S
002_1_Moves_136.png,f
002_1_Moves_137.png,6
002_1_Moves_138.png, 
002_1_Moves_139.png, 
002_1_Moves_140.png,d
002_1_Moves_141.png,3
002_1_Moves_142.png, 
002_1_Moves_143.png, 
002_1_Moves_144.png, 
002_1_Moves_145.png,D
002_1_Moves_146.png,e
002_1_Moves_147.png,7
002_1_Moves_148.png, 
002_1_Moves_149.png, 
002_1_Moves_150.png,L
002_1_Moves_151.png,b
002_1_Moves_152.png,3
002_1_Moves_153.png, 
002_1_Moves_154.png, 
002_1_Moves_155.png,O
002_1_Moves_156.png,-
002_1_Moves_157.png,O
002_1_Moves_158.png, 
002_1_Moves_159.png, 
002_1_Moves_160.png,D
002_1_Moves_161.png,e
002_1_Moves_162.png,2
002_1_Moves_163.png, 
002_1_Moves_164.png, 
002_1_Moves_165.png,L
002_1_Moves_166.png,d
002_1_Moves_167.png,7
002_1_Moves_168.png, 
002_1_Moves_169.png, 
002_1_Moves_170.png,S
002_1_Moves_171.png,b
002_1_Moves_172.png,d
002_1_Moves_173.png,2
002_1_Moves_174.png, 
002_1_Moves_175.png,T
002_1_Moves_176.png,a
002_1_Moves_177.png,e
002_1_Moves_178.png,8
002_1_Moves_179.png, 
002_1_Moves_180.png,f
002_1_Moves_181.png,5
002_1_Moves_182.png, 
002_1_Moves_183.png, 
002_1_Moves_184.png, 
002_1_Moves_185.png,K
002_1_Moves_186.png,h
002_1_Moves_187.png,8
002_1_Moves_188.png, 
002_1_Moves_189.png, 
002_1_Moves_190.png,S
002_1_Moves_191.png,c
002_1_Moves_192.png,4
002_1_Moves_193.png, 
002_1_Moves_194.png, 
002_1_Moves_195.png,h
002_1_Moves_196.png,6
002_1_Moves_197.png, 
002_1_Moves_198.png, 
002_1_Moves_199.png, 
002_1_Moves_200.png,S
002_1_Moves_201.png,e
002_1_Moves_202.png,3
002_1_Moves_203.png, 
002_1_Moves_204.png, 
002_1_Moves_205.png,S
002_1_Moves_206.png,d
002_1_Moves_207.png,8
002_1_Moves_208.png, 
002_1_Moves_209.png, 
002_1_Moves_210.png,g
002_1_Moves_211.png,4
002_1_Moves_212.png, 
002_1_Moves_213.png, 
002_1_Moves_214.png, 
002_1_Moves_215.png,c
002_1_Moves_216.png,6
002_1_Moves_217.png, 
002_1_Moves_218.png, 
002_1_Moves_219.png, 
002_1_Moves_220.png,h
002_1_Moves_221.png,4
002_1_Moves_222.png, 
002_1_Moves_223.png, 
002_1_Moves_224.png, 
002_1_Moves_225.png,L
002_1_Moves_226.png,x
002_1_Moves_227.png,e
002_1_Moves_228.png,3
002_1_Moves_229.png, 
002_1_Moves_230.png,L
002_1_Moves_231.png,x
002_1_Moves_232.png,e
002_1_Moves_233.png,3
002_1_Moves_234.png, 
002_1_Moves_235.png,S
002_1_Moves_236.png,x
002_1_Moves_237.png,g
002_1_Moves_238.png,4
002_1_Moves_239.png, 
002_1_Moves_240.png,O
002_1_Moves_241.png,-
002_1_Moves_242.png,O
002_1_Moves_243.png,-
002_1_Moves_244.png,O
002_1_Moves_245.png,S
002_1_Moves_246.png,x
002_1_Moves_247.png,e
002_1_Moves_248.png,3
002_1_Moves_249.png, 
002_1_Moves_250.png,D
002_1_Moves_251.png,x
002_1_Moves_252.png,e
002_1_Moves_253.png,3
002_1_Moves_254.png, 
002_1_Moves_255.png,a
002_1_Moves_256.png,5
002_1_Moves_257.png, 
002_1_Moves_258.png, 
002_1_Moves_259.png, 
002_1_Moves_260.png,T
002_1_Moves_261.png,d
002_1_Moves_262.png,g
002_1_Moves_263.png,1
002_1_Moves_264.png, 
002_1_Moves_265.png,T
002_1_Moves_266.png,g
002_1_Moves_267.png,8
002_1_Moves_268.png, 
002_1_Moves_269.png, 
002_1_Moves_270.png,T
002_1_Moves_271.png,g
002_1_Moves_272.png,3
002_1_Moves_273.png, 
002_1_Moves_274.png, 
002_1_Moves_275.png,D
002_1_Moves_276.png,f
002_1_Moves_277.png,8
002_1_Moves_278.png, 
002_1_Moves_279.png, 
002_1_Moves_280.png,h
002_1_Moves_281.png,5
002_1_Moves_282.png, 
002_1_Moves_283.png, 
002_1_Moves_284.png, 
002_1_Moves_285.png,b
002_1_Moves_286.png,5
002_1_Moves_287.png, 
002_1_Moves_288.png, 
002_1_Moves_289.png, 
002_1_Moves_290.png,S
002_1_Moves_291.png,h
002_1_Moves_292.png,4
002_1_Moves_293.png, 
002_1_Moves_294.png, 
002_1_Moves_295.png,a
002_1_Moves_296.png,4
002_1_Moves_297.png, 
002_1_Moves_298.png, 
002_1_Moves_299.png, 
002_1_Moves_300.png,S
002_1_Moves_301.png,g
002_1_Moves_302.png,6
002_1_Moves_303.png,+
002_1_Moves_304.png, 
002_1_Moves_305.png,f
002_1_Moves_306.png,x
002_1_Moves_307.png,g
002_1_Moves_308.png,6
002_1_Moves_309.png, 
002_1_Moves_310.png,h
002_1_Moves_311.png,x
002_1_Moves_312.png,g
002_1_Moves_313.png,6
002_1_Moves_314.png, 
002_1_Moves_315.png,a
002_1_Moves_316.png,x
002_1_Moves_317.png,b
002_1_Moves_318.png,3
002_1_Moves_319.png, 
002_1_Moves_320.png,T
002_1_Moves_321.png,g
002_1_Moves_322.png,h
002_1_Moves_323.png,3
002_1_Moves_324.png, 
002_1_Moves_325.png,b
002_1_Moves_326.png,x
002_1_Moves_327.png,a
002_1_Moves_328.png,2
002_1_Moves_329.png, 
002_1_Moves_330.png,D
002_1_Moves_331.png,a
002_1_Moves_332.png,7
002_1_Moves_333.png, 
002_1_Moves_334.png, 
002_1_Moves_335.png,S
002_1_Moves_336.png,b
002_1_Moves_337.png,7
002_1_Moves_338.png, 
002_1_Moves_339.png, 
002_1_Moves_340.png,D
002_1_Moves_341.png,x
002_1_Moves_342.png,a
002_1_Moves_343.png,2
002_1_Moves_344.png, 
002_1_Moves_345.png,T
002_1_Moves_346.png,a
002_1_Moves_347.png,8
002_1_Moves_348.png, 
002_1_Moves_349.png, 
002_1_Moves_350.png,D
002_1_Moves_351.png,f
002_1_Moves_352.png,7
002_1_Moves_353.png, 
002_1_Moves_354.png, 
002_1_Moves_355.png,T
002_1_Moves_356.png,a
002_1_Moves_357.png,1
002_1_Moves_358.png,+
002_1_Moves_359.png, 
002_1_Moves_360.png,K
002_1_Moves_361.png,c
002_1_Moves_362.png,2
002_1_Moves_363.png, 
002_1_Moves_364.png, 
002_1_Moves_365.png,T
002_1_Moves_366.png,x
002_1_Moves_367.png,h
002_1_Moves_368.png,1
002_1_Moves_369.png, 
002_1_Moves_370.png, 
002_1_Moves_371.png, 
002_1_Moves_372.png, 
002_1_Moves_373.png, 
002_1_Moves_374.png, 
002_1_Moves_375.png, 
002_1_Moves_376.png, 
002_1_Moves_377.png, 
002_1_Moves_378.png, 
002_1_Moves_379.png, 
002_1_Moves_380.png, 
002_1_Moves_381.png, 
002_1_Moves_382.png, 
002_1_Moves_383.png, 
002_1_Moves_384.png, 
002_1_Moves_385.png, 
002_1_Moves_386.png, 
002_1_Moves_387.png, 
002_1_Moves_388.png, 
002_1_Moves_389.png, 
002_1_Moves_390.png, 
002_1_Moves_391.png, 
002_1_Moves_392.png, 
002_1_Moves_393.png, 
002_1_Moves_394.png, 
002_1_Moves_395.png, 
002_1_Moves_396.png, 
002_1_Moves_397.png, 
002_1_Moves_398.png, 
002_1_Moves_399.png, 
002_1_Moves_400.png, 
002_1_Moves_401.png, 
002_1_Moves_402.png, 
002_1_Moves_403.png, 
002_1_Moves_404.png, 
002_1_Moves_405.png, 
002_1_Moves_406.png, 
002_1_Moves_407.png, 
002_1_Moves_408.png, 
002_1_Moves_409.png, 
002_1_Moves_410.png, 
002_1_Moves_411.png, 
002_1_Moves_412.png, 
002_1_Moves_413.png, 
002_1_Moves_414.png, 
002_1_Moves_415.png, 
002_1_Moves_416.png, 
002_1_Moves_417.png, 
002_1_Moves_418.png, 
002_1_Moves_419.png, 
002_1_Moves_420.png, 
002_1_Moves_421.png, 
002_1_Moves_422.png, 
002_1_Moves_423.png, 
002_1_Moves_424.png, 
002_1_Moves_425.png, 
002_1_Moves_426.png, 
002_1_Moves_427.png, 
002_1_Moves_428.png, 
002_1_Moves_429.png, 
002_1_Moves_430.png, 
002_1_Moves_431.png, 
002_1_Moves_432.png, 
002_1_Moves_433.png, 
002_1_Moves_434.png, 
002_1_Moves_435.png, 
002_1_Moves_436.png, 
002_1_Moves_437.png, 
002_1_Moves_438.png, 
002_1_Moves_439.png, 
002_1_Moves_440.png, 
002_1_Moves_441.png, 
002_1_Moves_442.png, 
002_1_Moves_443.png, 
002_1_Moves_444.png, 
002_1_Moves_445.png, 
002_1_Moves_446.png, 
002_1_Moves_447.png, 
002_1_Moves_448.png, 
002_1_Moves_449.png, 
002_1_Moves_450.png, 
002_1_Moves_451.png, 
002_1_Moves_452.png, 
002_1_Moves_453.png, 
002_1_Moves_454.png, 
002_1_Moves_455.png, 
002_1_Moves_456.png, 
002_1_Moves_457.png, 
002_1_Moves_458.png, 
002_1_Moves_459.png, 
002_1_Moves_460.png, 
002_1_Moves_461.png, 
002_1_Moves_462.png, 
002_1_Moves_463.png, 
002_1_Moves_464.png, 
002_1_Moves_465.png, 
002_1_Moves_466.png, 
002_1_Moves_467.png, 
002_1_Moves_468.png, 
002_1_Moves_469.png, 
002_1_Moves_470.png, 
002_1_Moves_471.png, 
002_1_Moves_472.png, 
002_1_Moves_473.png, 
002_1_Moves_474.png, 
002_1_Moves_475.png, 
002_1_Moves_476.png, 
002_1_Moves_477.png, 
002_1_Moves_478.png, 
002_1_Moves_479.png, 
002_1_Moves_480.png, 
002_1_Moves_481.png, 
002_1_Moves_482.png, 
002_1_Moves_483.png, 
002_1_Moves_484.png, 
002_1_Moves_485.png, 
002_1_Moves_486.png, 
002_1_Moves_487.png, 
002_1_Moves_488.png, 
002_1_Moves_489.png, 
003_1_Event_1.png,J
003_1_Event_2.png,u
003_1_Event_3.png,g
003_1_Event_4.png,e
003_1_Event_5.png,n
003_1_Event_6.png,d
003_1_Event_7.png,o
003_1_Event_8.png,p
003_1_Event_9.png, 
003_1_Event_10.png, 
003_1_Event_11.png, 
003_1_Event_12.png, 
003_1_Event_13.png, 
003_1_Event_14.png, 
003_1_Event_15.png, 
003_1_Result_16.png,0
003_1_Result_17.png,1
003_1_Round_18.png,1
003_1_Round_19.png,6
003_1_Board_20.png,5
003_1_Board_21.png,8
003_1_Date_22.png,1
003_1_Date_23.png,7
003_1_Date_24.png,0
003_1_Date_25.png,7
003_1_Date_26.png,1
003_1_Date_27.png,9
003_1_Date_28.png,7
003_1_Date_29.png,9
003_1_White_30.png,D
003_1_White_31.png,m
003_1_White_32.png,i
003_1_White_33.png,t
003_1_White_34.png,r
003_1_White_35.png,y
003_1_White_36.png, 
003_1_White_37.png, 
